chr	pos	GM12787_1	GM12787_2	GM12787_3	GM12787_4	GM12787_5	GM12787_6	GM12787_7	GM12787_8	GM12787_9	GM12787_10	GM12787_11	GM12787_12	GM12787_13	GM12787_14	K562_1	K562_2	K562_3	K562_4	K562_5	K562_6	K562_7
1	42777329	12	7	8	9	0	0	0	27	0	0	0	0	0	0	0	16	9	0	0	0	0
1	42780133	8	0	0	0	0	0	0	0	0	0	6	0	0	0	0	13	0	0	0	13	0
1	42780160	7	7	10	8	0	0	0	25	0	0	5	0	4	0	4	15	7	4	0	15	9
1	42781443	6	0	0	8	0	0	0	9	0	0	0	0	0	0	0	7	0	0	7	0	0
1	42781449	6	0	8	8	7	0	0	10	0	0	0	0	0	0	8	0	0	5	7	16	10
1	42781520	5	0	10	12	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0
1	42805361	3	0	5	0	0	0	3	5	0	3	0	0	0	0	0	0	0	0	0	0	0
1	42820715	4	6	0	4	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0
1	42832353	3	3	4	10	8	7	0	6	4	16	4	0	0	0	0	0	0	0	0	0	0
1	42832395	5	0	6	9	9	7	3	6	5	14	0	0	0	0	0	0	0	0	0	0	0
1	42833449	3	3	4	0	0	3	3	6	11	3	0	0	0	0	0	0	0	0	0	0	0
1	42853828	3	3	0	0	0	0	0	3	0	0	3	0	0	0	0	0	0	0	0	0	0
1	43163192	4	4	6	0	0	0	0	0	11	11	0	0	0	0	0	0	0	0	0	0	0
1	43170166	6	7	13	3	0	0	0	7	0	0	6	0	0	0	0	0	0	0	0	0	0
1	43170203	6	5	20	6	0	0	0	7	0	4	5	0	0	0	0	0	0	0	0	0	0
1	43384801	105	118	107	111	248	249	47	245	250	249	38	0	8	13	0	0	0	0	0	0	0
1	43407339	5	0	13	0	0	0	0	0	0	5	3	0	0	0	0	0	11	0	0	0	0
1	43407395	4	0	3	4	0	0	0	5	4	4	0	0	0	0	0	0	9	5	0	12	0
1	43450970	18	20	26	27	66	0	8	119	0	120	34	0	8	0	0	0	0	0	0	0	0
1	43664107	3	0	14	15	0	3	0	5	0	0	6	0	4	0	0	0	0	0	0	0	0
1	43676231	7	0	13	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	7
1	43744326	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	3	0	4	6
1	43834576	4	0	4	0	0	0	0	0	0	0	0	0	15	8	0	0	0	0	0	0	0
1	43916630	3	4	0	0	0	6	0	18	0	3	7	0	3	0	3	5	0	3	3	0	0
1	43916826	4	0	0	0	0	0	0	8	0	0	0	0	0	0	0	8	0	0	0	0	8
1	43916842	4	3	0	3	0	0	0	7	4	12	3	0	0	0	0	0	0	0	0	0	0
1	43939666	4	0	18	16	0	0	0	25	0	0	9	0	0	0	0	0	0	0	0	0	0
1	43986221	4	0	0	0	0	0	0	6	3	0	6	0	0	0	0	0	0	0	0	0	0
1	44298874	4	0	0	9	0	0	0	0	0	0	0	0	21	17	0	0	0	0	0	0	0
1	44721838	120	146	231	231	5	6	0	0	3	7	8	0	195	151	0	0	0	0	0	0	0
1	44731081	111	132	240	243	4	0	0	4	3	0	22	0	121	134	0	0	0	0	0	0	0
1	44731097	105	120	227	237	5	0	0	0	3	0	21	0	124	155	0	0	0	0	0	0	0
1	44751749	9	13	6	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	44758690	8	6	7	0	0	0	0	4	0	0	7	0	0	0	0	0	0	0	0	0	0
1	44763890	5	0	5	7	8	0	0	12	0	4	6	0	0	0	0	0	0	0	0	0	0
1	44781975	7	0	0	9	6	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0
1	44866678	5	0	3	7	0	0	0	0	0	0	4	0	0	0	0	14	0	0	7	9	13
1	44866691	5	0	0	0	7	0	0	5	0	0	0	0	0	0	0	11	0	0	7	9	14
1	44866692	5	0	0	0	7	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	14
1	44888087	3	0	8	3	0	0	0	0	0	0	0	0	4	3	0	0	0	0	0	0	0
1	44921033	3	0	8	8	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0
1	44978042	4	0	0	0	0	0	0	0	5	0	0	0	0	0	5	7	4	0	0	7	0
1	44978189	5	0	0	0	0	0	0	0	0	0	0	0	0	0	7	3	0	0	4	0	5
1	45015156	10	0	8	10	93	0	0	0	66	94	0	0	0	0	0	0	0	0	0	0	0
1	45500625	3	3	0	4	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0
1	45509493	3	8	7	23	4	0	13	46	8	8	13	9	4	3	0	0	0	0	0	0	0
1	45509577	8	11	14	14	0	0	0	16	10	0	24	0	0	0	0	0	19	0	14	16	0
1	45509596	7	0	0	17	0	0	0	16	9	0	23	0	0	0	0	0	0	0	0	0	0
1	45509672	18	0	67	93	0	0	0	52	0	13	30	0	12	5	0	0	0	0	0	0	136
1	45509955	8	7	21	14	0	7	0	46	22	45	28	0	3	0	0	33	0	22	0	0	25
1	45509996	18	14	0	17	0	13	0	45	0	50	22	0	0	0	0	0	0	0	0	0	32
1	45509997	18	14	21	17	18	13	10	43	32	49	22	0	0	4	16	33	23	32	29	33	0
1	45515407	4	0	12	6	0	0	0	0	0	0	4	0	9	9	0	0	0	0	0	0	0
1	45517675	13	13	4	12	0	0	0	6	0	0	10	0	5	5	0	0	0	0	0	0	0
1	45518435	6	12	0	0	0	0	0	0	0	0	4	0	4	3	0	0	0	0	0	0	0
1	45520811	5	4	8	7	0	0	0	0	0	0	0	0	7	3	0	0	0	0	0	0	0
1	45520824	7	5	10	10	0	0	0	0	0	0	0	0	8	3	0	0	0	0	0	0	0
1	45554759	13	7	11	0	0	0	0	0	0	0	11	0	0	0	0	0	0	8	0	9	0
1	45554823	12	6	16	10	0	0	0	10	0	0	9	0	9	8	3	13	6	6	0	0	0
1	45558808	11	0	13	18	0	0	0	3	0	0	0	0	8	0	0	0	0	0	0	0	0
1	45561472	15	16	0	0	0	0	0	8	0	0	14	0	0	27	0	0	0	0	0	0	0
1	45591486	8	8	0	10	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0
1	45600325	7	9	13	14	11	5	0	0	0	0	0	0	8	18	0	0	0	0	0	0	0
1	45609931	36	30	0	49	0	0	0	57	13	36	75	0	20	17	0	0	0	0	0	0	0
1	45609939	35	29	44	50	0	0	0	56	0	32	73	0	23	15	0	0	0	0	0	0	0
1	45609990	34	0	27	37	0	0	0	39	0	0	46	0	9	0	21	62	46	41	31	66	45
1	45609991	35	25	27	37	20	11	0	39	12	20	46	52	9	8	21	62	47	42	33	66	45
1	45610042	46	0	0	0	0	0	0	52	0	0	64	0	0	7	0	72	0	41	38	69	0
1	45610051	46	38	29	49	23	13	0	50	9	0	66	0	10	10	26	71	47	44	39	67	48
1	45610130	35	28	24	0	0	0	0	38	0	0	0	0	0	0	0	0	0	0	0	0	0
1	45610794	60	56	59	39	7	0	0	112	0	0	76	0	67	50	14	79	31	41	27	95	103
1	45610795	60	56	59	39	0	0	29	113	0	0	76	56	70	50	14	79	0	41	0	94	104
1	45610808	64	58	0	40	0	0	0	0	0	0	79	0	97	75	15	85	0	0	0	90	108
1	45610856	66	48	54	33	0	0	12	92	0	0	64	0	71	59	0	62	33	41	20	86	81
1	45610860	64	48	55	32	0	0	12	90	0	0	65	0	69	60	13	60	0	44	19	86	82
1	45610969	65	56	77	73	0	0	0	110	0	0	59	0	39	19	16	98	87	36	15	171	119
1	45611672	66	0	0	0	0	13	0	0	42	18	28	0	0	0	0	0	0	0	0	0	0
1	45611733	54	46	70	61	0	0	0	0	62	21	0	0	0	0	0	0	0	0	0	0	0
1	45628563	5	3	13	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	45644899	9	0	12	11	6	0	0	4	0	0	0	0	8	8	0	0	0	0	0	0	0
1	45646545	4	0	9	9	10	8	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0
1	45648755	6	6	10	6	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0
1	45655970	24	0	0	31	0	0	0	16	0	0	15	0	11	8	0	0	0	0	0	0	0
1	45656021	20	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	40	38
1	45656780	8	0	0	22	0	0	4	0	0	0	8	0	8	0	0	0	31	0	0	0	0
1	45656781	8	0	0	22	0	0	0	5	0	0	8	9	0	0	8	50	32	7	10	15	33
1	45657684	17	11	15	18	0	5	0	7	0	0	0	0	21	14	0	46	29	5	0	19	12
1	45657816	17	0	15	0	0	0	0	0	0	0	0	0	26	25	8	29	28	7	10	0	27
1	45658885	18	17	12	16	0	0	0	6	0	0	9	0	34	14	0	0	0	0	0	0	0
1	45658900	18	17	11	0	0	0	0	0	0	0	9	0	35	0	0	0	0	0	0	0	0
1	45667171	4	4	5	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	45668381	4	5	7	4	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0
1	45669305	4	3	13	12	0	0	0	0	0	0	0	0	6	9	0	0	0	0	0	0	0
1	45675659	3	0	0	8	0	0	0	0	0	0	0	0	8	7	0	17	18	0	0	15	14
1	45676506	4	0	6	8	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0
1	45684185	3	4	10	18	0	0	0	0	0	0	0	0	29	7	0	0	0	0	0	0	0
1	45689003	18	15	0	0	0	0	0	0	0	0	8	0	12	0	5	0	0	12	0	0	0
1	45689674	10	11	0	9	0	0	0	0	0	0	17	0	0	0	0	11	0	16	15	3	0
1	45690415	12	12	10	26	0	5	7	22	0	0	18	0	5	6	0	0	0	0	0	0	0
1	45692040	12	11	13	18	0	12	0	15	0	0	7	0	0	4	0	0	0	0	0	0	0
1	45694927	15	18	12	17	12	11	0	17	22	44	15	0	0	0	0	14	0	0	0	0	0
1	45694952	16	0	14	19	10	0	0	17	0	50	0	0	0	0	0	17	0	0	0	0	0
1	45694953	16	0	0	0	0	0	0	18	22	48	12	9	0	0	0	0	0	0	0	0	0
1	45694996	15	19	14	0	0	0	0	13	0	31	0	0	0	0	0	0	0	0	0	0	0
1	45695318	17	0	0	14	0	0	8	28	0	34	0	0	6	0	0	0	0	0	0	0	19
1	45695328	17	15	0	0	0	0	0	0	20	0	0	0	0	0	0	0	15	0	0	8	0
1	45695703	23	0	6	0	0	0	0	0	12	14	0	0	0	0	0	0	0	0	0	0	0
1	45695861	14	0	8	9	0	0	3	0	14	16	7	0	0	0	0	0	0	9	6	0	0
1	45695899	15	8	8	0	0	0	0	0	14	18	5	0	0	0	0	0	7	13	0	0	0
1	45695940	12	13	0	0	0	0	0	0	14	20	10	0	0	0	0	0	0	0	7	0	0
1	45696535	13	9	25	27	0	0	6	28	6	6	5	0	16	5	0	19	0	0	0	21	0
1	45696563	16	0	0	27	0	0	0	27	0	0	7	0	19	0	0	0	0	0	0	0	0
1	45696614	14	18	12	0	0	0	0	22	0	0	8	0	11	5	0	0	0	0	0	9	0
1	45696667	19	20	0	0	0	0	0	0	0	0	11	0	6	9	0	0	0	0	0	0	0
1	45696696	23	18	9	18	0	0	0	10	3	9	11	0	19	13	0	0	0	0	0	0	0
1	45696697	23	17	0	0	0	0	0	0	0	0	0	13	19	0	0	0	0	0	0	0	0
1	45696738	28	22	8	26	0	0	0	36	5	7	19	0	30	20	7	14	19	19	6	19	18
1	45696740	28	22	8	25	0	0	0	36	5	7	19	0	30	20	0	0	0	18	6	19	0
1	45697342	9	0	0	17	0	0	0	28	41	67	11	0	0	0	0	14	19	8	18	0	0
1	45697445	7	0	20	0	0	0	0	0	17	72	0	0	0	0	0	0	0	0	0	0	0
1	45697469	6	0	18	14	0	0	0	16	24	60	18	0	0	9	7	0	0	12	20	0	0
1	45697470	6	0	0	0	0	0	0	0	24	60	18	12	0	9	7	0	14	0	20	0	0
1	45697523	5	0	19	15	0	0	0	13	21	39	14	0	0	6	0	0	18	8	18	0	0
1	45697713	14	9	22	40	0	0	8	35	0	0	12	0	15	11	0	39	31	0	0	0	0
1	45697714	14	9	0	39	0	0	8	0	0	0	0	18	15	11	0	0	30	0	8	0	0
1	45697790	11	5	30	26	0	9	0	41	14	0	11	0	9	10	0	0	0	0	0	0	0
1	45697793	11	5	28	26	0	0	0	39	14	0	11	0	0	10	0	0	0	0	0	0	0
1	45697835	11	5	24	25	0	8	0	29	17	0	0	0	6	7	0	0	0	8	0	0	0
1	45697874	22	11	28	30	0	0	0	51	0	0	16	27	19	6	0	47	0	0	0	0	0
1	45697918	23	15	26	20	0	0	16	55	9	0	14	0	20	0	14	31	17	22	0	0	22
1	45698060	35	24	11	0	0	5	0	19	11	3	15	0	8	0	0	0	0	0	0	0	0
1	45698169	24	21	6	0	0	0	0	21	14	0	18	0	0	0	0	0	0	0	0	0	0
1	45698208	30	24	7	0	0	0	0	21	8	0	20	0	4	5	10	0	0	17	0	0	7
1	45698209	31	23	7	0	0	0	3	0	0	0	20	12	0	0	0	0	0	0	0	0	0
1	45698228	30	29	9	0	0	0	0	21	0	6	20	0	3	0	14	0	0	0	0	0	0
1	45698234	27	30	11	0	0	0	0	23	0	0	20	0	0	0	14	0	0	0	0	0	0
1	45698251	27	29	0	0	0	0	0	0	6	0	20	0	0	0	0	0	0	19	0	0	0
1	45698252	27	30	10	0	0	0	0	20	6	0	20	0	3	5	0	0	0	19	0	0	5
1	45698810	10	20	0	16	0	22	0	0	28	44	12	0	0	0	6	21	0	0	0	0	3
1	45699005	26	22	50	49	0	0	0	68	0	67	0	0	0	0	0	0	0	0	0	0	0
1	45699735	9	21	18	22	40	31	7	52	67	67	9	0	9	10	0	0	0	6	11	0	0
1	45705603	6	5	5	4	0	0	0	0	0	0	0	0	5	0	0	3	0	0	0	0	7
1	45705639	5	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	4
1	45705720	6	5	0	0	0	0	0	0	0	0	0	0	4	6	0	0	0	0	0	0	0
1	45830393	5	0	7	8	5	3	0	0	0	3	0	0	0	4	0	0	0	0	0	0	0
1	45852251	3	4	3	3	4	0	0	0	0	0	0	0	5	3	0	0	0	0	0	0	0
1	45861627	3	0	3	3	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0
1	45907015	4	6	3	4	0	0	0	0	0	0	0	0	10	7	0	0	0	0	0	0	0
1	45995914	3	0	5	3	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	46000192	6	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	6	0	0
1	46268946	8	6	7	4	0	0	0	12	0	0	8	0	0	0	0	17	16	0	0	0	0
1	46305193	11	0	26	28	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0
1	46305240	13	0	21	26	0	0	0	17	0	0	12	0	0	0	0	0	0	0	0	0	0
1	46305564	5	5	8	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	46305934	4	0	5	0	0	0	0	0	0	0	8	0	3	3	0	0	8	0	6	13	9
1	46310602	10	10	24	41	6	3	0	17	0	0	17	0	12	7	8	75	38	11	0	67	55
1	46312590	11	0	27	50	8	0	0	0	0	0	0	0	0	14	0	70	0	0	0	0	0
1	46316886	8	0	24	31	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0
1	46316917	11	0	0	31	24	0	0	0	0	5	8	0	0	0	0	0	0	0	0	0	0
1	46316934	10	0	19	32	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0
1	46317186	8	0	0	11	30	8	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0
1	46318089	6	3	6	15	0	7	0	0	0	0	5	0	3	0	0	0	0	0	0	0	0
1	46318625	7	4	0	6	0	4	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0
1	46319016	6	0	0	15	16	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0
1	46323023	11	10	4	16	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0
1	46348858	12	0	0	4	0	0	0	9	0	0	0	0	0	0	0	13	0	0	0	0	3
1	46348914	8	0	14	18	0	0	0	15	0	0	4	0	12	0	0	17	0	0	0	22	8
1	46349346	4	6	0	0	0	0	0	0	0	0	10	0	26	9	0	6	0	9	8	0	0
1	46365395	7	0	0	0	6	0	0	15	9	0	0	0	9	7	0	0	0	0	0	0	0
1	46365524	4	0	0	0	0	0	0	9	0	9	8	0	0	0	0	0	0	0	0	0	0
1	46564733	6	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	3	0	0	8
1	46593743	11	5	0	3	0	0	0	21	0	0	3	0	0	0	7	0	0	0	0	8	0
1	46641646	3	0	11	12	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0
1	46646008	6	5	0	0	0	0	0	0	0	0	5	0	7	0	0	0	0	0	0	0	0
1	46650432	3	0	8	0	0	0	0	0	0	0	0	0	8	11	0	0	0	0	0	0	0
1	46650464	3	0	8	0	0	0	0	0	0	0	0	0	9	8	0	0	0	0	0	0	0
1	46704255	8	0	0	0	0	0	0	0	0	0	0	0	5	0	0	17	7	0	0	20	0
1	46704352	9	6	8	0	0	0	0	4	0	0	0	0	0	0	0	0	8	0	0	0	0
1	47254641	4	4	6	5	0	0	0	0	0	0	0	0	0	0	0	0	4	0	3	5	6
1	47256583	8	12	3	4	0	0	0	3	0	0	0	0	10	5	0	0	0	0	0	0	0
1	47258727	5	3	7	4	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0
1	47258817	5	0	7	4	0	0	0	0	0	0	3	0	10	8	0	11	10	4	0	0	0
1	47268475	10	12	3	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0
1	47292151	5	6	6	0	0	0	0	0	0	0	0	0	3	5	0	0	0	0	0	0	0
1	47299181	7	0	0	8	0	3	0	0	0	0	0	0	0	0	0	19	13	4	0	9	12
1	47299183	8	0	0	8	0	3	0	0	0	0	3	0	0	0	0	20	12	0	0	0	12
1	47309232	9	8	11	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	47313160	8	10	4	6	0	0	0	3	0	0	9	0	3	6	0	0	0	0	0	0	0
1	47369219	3	0	5	0	0	0	0	0	0	0	0	0	0	0	0	8	0	4	3	8	7
1	47374116	6	0	0	0	0	0	0	0	0	0	5	0	0	0	0	4	0	6	4	0	0
1	47374308	16	9	21	18	0	0	0	4	0	0	5	0	0	0	5	17	10	16	11	34	27
1	47375436	12	8	31	32	0	0	8	35	3	0	15	0	0	0	0	0	0	0	0	0	0
1	50501224	4	3	5	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0
1	50574049	5	0	4	10	0	0	0	0	0	0	0	0	8	3	0	12	0	0	0	0	0
1	50592775	3	6	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	4	0	0	13
1	50641090	6	0	15	14	0	0	0	0	0	0	0	0	0	0	0	0	21	9	6	0	22
1	50642080	8	7	0	10	0	0	0	0	0	0	0	0	0	0	0	12	9	9	8	0	0
1	50642119	10	0	6	0	0	0	0	0	0	0	0	0	0	0	0	18	0	10	0	0	0
1	50653743	6	0	12	9	0	0	0	0	0	0	0	0	0	0	0	27	8	5	6	49	0
1	50653765	6	0	14	0	0	0	0	0	0	0	0	0	0	0	0	27	0	0	0	52	0
1	50816017	4	0	4	5	0	0	0	0	0	0	0	0	0	0	0	8	7	0	0	9	0
1	50942334	6	4	0	8	0	0	0	0	0	0	0	0	7	10	0	24	13	0	4	13	22
1	50952375	7	3	0	4	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0
1	50954886	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	5	0	12
1	50954925	8	0	0	0	0	0	0	0	0	0	0	0	11	7	0	0	0	0	0	12	14
1	51357876	9	0	0	0	0	0	0	8	0	0	7	0	0	0	0	0	8	0	0	0	0
1	51357877	9	12	0	6	0	0	0	0	0	0	0	8	0	0	0	9	0	0	0	0	0
1	51358791	16	0	0	0	0	0	4	23	0	0	0	0	0	5	0	0	0	0	0	0	0
1	51358803	15	17	17	0	0	0	3	22	0	0	0	0	3	5	0	0	0	6	0	12	10
1	51358804	15	17	17	14	0	0	3	22	0	0	9	9	3	5	0	10	9	6	0	12	10
1	51358867	6	6	15	18	0	0	0	11	0	5	9	0	0	0	0	8	7	0	4	12	6
1	51359299	8	0	6	17	0	0	0	6	0	0	11	0	8	5	0	0	7	0	0	0	9
1	51359396	22	11	0	0	0	0	0	6	0	0	25	0	13	0	0	0	0	0	0	0	0
1	51371917	5	6	5	10	0	5	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0
1	51386603	9	6	12	0	0	0	0	0	0	0	4	0	33	12	0	0	0	0	0	0	0
1	51391728	5	8	0	8	0	0	0	0	0	0	0	0	22	19	0	0	0	0	0	0	0
1	51402863	5	6	4	12	0	0	0	0	0	0	0	0	9	10	0	0	0	0	0	0	0
1	51428743	4	0	6	0	0	0	0	0	0	0	0	0	14	3	0	0	0	0	0	0	0
1	51429029	15	6	12	11	0	5	0	0	0	0	0	0	15	8	0	5	4	0	3	0	0
1	51434402	6	0	12	18	0	0	0	0	0	0	0	0	32	36	0	0	0	0	0	0	0
1	51436708	8	9	21	16	0	0	0	0	0	0	0	0	35	15	0	0	0	0	0	0	0
1	51449233	13	11	19	20	0	0	0	0	0	0	7	0	21	27	0	0	0	0	0	0	0
1	51452420	9	0	0	14	0	0	0	0	0	0	6	0	0	0	0	0	11	0	0	0	0
1	51459387	11	8	15	20	9	14	0	0	0	0	4	0	11	3	0	0	0	0	0	0	0
1	51462415	3	11	13	12	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0
1	51484849	14	12	0	0	0	0	0	0	0	0	0	0	14	15	0	0	0	0	0	0	0
1	51495179	5	8	6	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0
1	51496532	11	11	19	25	11	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	51498430	5	0	10	13	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0
1	51500970	9	18	0	0	0	4	0	0	0	0	0	0	8	0	0	5	0	0	0	0	0
1	51502226	16	0	12	6	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0
1	51511239	13	14	8	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0
1	51525988	5	0	0	0	0	3	0	0	0	0	0	0	14	0	4	18	0	0	0	19	16
1	51527463	6	3	0	6	0	0	0	0	0	0	0	0	3	0	0	7	8	0	0	0	5
1	51528067	5	0	10	15	0	0	0	8	0	3	0	0	0	0	0	10	11	0	0	7	7
1	51529056	5	5	15	9	0	4	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0
1	51551040	5	3	5	0	0	0	0	0	0	0	3	0	3	0	0	0	0	0	0	0	0
1	51752484	13	19	25	27	0	0	0	8	0	0	3	0	21	17	0	0	0	0	0	0	0
1	51752517	12	21	21	0	0	0	0	14	0	0	0	0	27	29	0	0	0	0	0	0	0
1	51752546	10	19	16	23	0	0	0	15	0	0	7	0	34	32	0	0	0	0	0	0	0
1	51755137	14	19	26	36	0	0	0	21	0	0	10	0	52	36	0	0	0	0	0	0	0
1	51755174	12	17	18	22	0	0	0	13	0	0	6	0	0	19	0	0	0	0	0	0	0
1	51755185	12	15	17	23	0	0	0	14	0	0	5	0	23	17	0	0	0	0	0	0	0
1	51755303	12	11	28	25	0	5	12	17	0	0	5	0	13	13	0	0	0	0	0	0	0
1	51767356	4	4	4	4	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0
1	51786333	5	8	15	22	0	0	0	10	0	0	4	0	12	6	0	0	0	0	0	0	0
1	51851112	7	0	0	10	0	0	0	0	0	0	0	0	13	6	0	0	0	0	0	0	0
1	51874086	5	0	5	4	0	0	0	7	0	0	4	0	7	0	0	0	0	0	0	0	0
1	51875626	4	0	0	0	0	0	0	0	0	0	0	0	10	16	0	0	0	12	0	0	0
1	51875649	6	5	0	0	0	0	0	0	0	0	12	0	16	17	3	0	0	13	0	0	0
1	52034962	3	0	0	10	0	0	0	10	0	0	5	0	8	0	0	12	0	0	0	0	0
1	52039589	6	0	0	0	0	0	0	0	0	10	5	0	0	0	0	0	5	5	5	0	0
1	52041142	5	0	0	0	0	0	0	0	0	0	7	0	4	0	5	0	0	4	3	0	0
1	52052131	4	0	5	7	3	3	0	0	0	0	0	0	7	10	0	0	0	0	0	0	0
1	52061842	4	4	4	0	0	5	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0
1	52066330	9	0	10	16	0	0	0	0	0	0	0	0	18	0	0	16	10	0	0	21	15
1	52066706	3	3	4	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	52067101	8	0	0	9	0	0	0	0	0	0	4	0	0	0	0	0	0	18	11	25	0
1	52069984	4	0	4	11	0	0	0	0	0	0	0	0	16	7	0	0	0	0	0	0	0
1	52070800	8	0	0	13	0	0	0	0	0	0	0	0	9	13	0	14	0	7	0	0	8
1	52070837	7	0	0	11	0	0	0	0	0	0	0	0	10	13	0	0	0	0	0	0	0
1	52078146	7	0	0	14	0	0	0	0	0	0	0	0	95	62	0	0	10	0	5	0	0
1	52080965	4	7	10	7	0	0	0	3	0	0	0	0	11	6	0	0	0	0	0	0	0
1	52350918	14	10	11	0	0	0	5	33	0	0	20	0	3	0	0	0	0	0	0	0	0
1	52350949	12	9	7	18	5	5	0	28	17	18	16	0	3	0	0	0	0	0	0	11	0
1	52350965	13	0	0	0	0	0	0	23	0	0	10	0	3	0	0	0	0	0	0	0	0
1	52350969	13	0	0	0	0	0	0	24	0	11	10	0	3	0	0	0	0	0	0	0	0
1	52351001	10	5	0	0	3	0	0	17	16	9	7	0	4	0	0	0	0	0	3	0	9
1	52351019	19	0	0	0	0	0	0	24	14	0	9	21	0	0	0	0	0	0	0	0	0
1	52351717	10	7	12	4	0	0	0	32	8	6	8	0	0	0	4	8	0	3	0	13	7
1	52351726	9	7	12	5	0	0	0	32	7	0	10	0	0	0	0	10	6	0	0	13	0
1	52351761	5	9	13	11	7	3	0	36	11	10	11	0	0	0	3	11	4	4	6	15	6
1	52354215	6	4	3	10	0	0	0	4	0	0	5	0	10	6	0	0	0	0	0	0	0
1	52372344	4	0	7	14	0	3	5	20	7	17	0	0	0	0	5	0	0	0	5	22	0
1	52373125	93	79	45	0	0	0	0	0	0	0	47	0	14	0	0	0	0	0	0	0	0
1	52386855	10	6	10	11	0	0	0	5	0	0	0	0	5	0	5	26	17	7	6	19	26
1	52386867	18	8	0	0	5	0	0	0	0	0	0	0	0	0	4	28	17	11	0	0	25
1	52386868	18	8	8	0	0	0	0	0	0	0	0	0	0	0	0	28	0	0	0	0	0
1	52386882	16	10	0	0	0	0	0	10	0	3	0	0	0	0	0	0	0	0	0	0	0
1	52386952	10	0	11	0	0	0	0	9	0	3	0	0	0	0	0	12	12	0	11	0	24
1	52409346	11	0	0	18	0	0	0	0	0	0	10	0	0	0	9	0	0	0	0	0	0
1	52409368	11	0	0	20	0	0	0	19	0	0	10	0	0	0	10	13	0	21	15	0	17
1	52409489	10	10	15	14	0	0	0	0	0	0	5	0	0	8	5	16	18	17	0	16	17
1	52409490	10	10	15	0	0	0	0	0	0	0	0	13	0	8	5	16	18	16	9	16	0
1	52433248	3	3	0	3	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	8	0
1	52514255	6	6	5	0	0	0	0	0	0	0	0	0	8	11	0	0	0	0	0	0	0
1	52514956	5	0	3	0	0	0	0	0	3	0	0	0	0	0	0	0	0	7	0	6	0
1	52808600	7	0	0	5	0	0	0	0	0	0	3	0	6	0	0	0	8	0	0	0	0
